Sort,SampleSite_ID,SamplePoint_ID,ApproximateAddress,Park_Name,City,Year_Built,Parcel_Number,Latitude,Longitude,Adjusted_Lat,Adjusted_Long,Land_Use,Demolition_Type,Point_Notes,Soil_Series,SamplePoint_ID,Soil_Series,MapUnit,MapUnit_Key,SurveyArea,MapUnitName,MapUnit_Logic
630,CLS51,CLP104,3622 76,3622 76,Cleveland,1900,13305106,41.4600,-81.6349,41.4601,-81.6349,FILL,PRE,No surface measurements.,Loudonville,CLP104,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
631,CLS51,CLP105,3622 76,3622 76,Cleveland,1900,13305106,41.4600,-81.6349,41.4601,-81.6349,FILL,PRE,,Loudonville,CLP105,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
634,CLS51,CLP106,3622 76,3622 76,Cleveland,1900,13305106,41.4600,-81.6349,41.4601,-81.6349,FILL,PRE,No surface measurements.,Loudonville,CLP106,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
635,CLS51,CLP107,3622 76,3622 76,Cleveland,1900,13305106,41.4600,-81.6349,41.4601,-81.6349,NATIVE,PRE,,Loudonville,CLP107,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
644,CLS51,CLP108,3622 76,3622 76,Cleveland,1900,13305106,41.4600,-81.6349,41.4601,-81.6349,NATIVE,PRE,No surface measurements.,Loudonville,CLP108,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
646,CLS52,CLP109,3298 Brookpark Rd,3298 Brookpark Rd,Cleveland,1950,01126001A,41.4192,-81.7067,41.4194,-81.7064,FILL,POST,,Mahoning,CLP109,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Largest area and most frequent Mahoning map unit near point.
648,CLS52,CLP110,3298 Brookpark Rd,3298 Brookpark Rd,Cleveland,1950,01126001A,41.4192,-81.7067,41.4194,-81.7064,NATIVE,POST,,Mahoning,CLP110,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Largest area and most frequent Mahoning map unit near point.
651,CLS53,CLP111,12300 Euclid,Lakeview Cemertary,Cleveland,1869,12034001,41.5136,-81.5994,41.5136,-81.5994,FILL,PARK,,Elnora,CLP111,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level","Widespread, and only, Elnora map unit near point."
657,CLS54,CLP112,680 E 113,Glenville Recreation Area,Cleveland,1918,11003069,41.5376,-81.6059,41.5376,-81.6059,FILL,PARK,,Oshtemo,CLP112,Oshtemo,OtB,287260,OH035,"Oshtemo-Urban land complex, undulating",Oshtemo map unit that contains the point.
662,CLS54,CLP113,680 E 113,Glenville Recreation Area,Cleveland,1918,11003069,41.5376,-81.6059,41.5376,-81.6059,FILL,PARK,,Oshtemo,CLP113,Oshtemo,OtB,287260,OH035,"Oshtemo-Urban land complex, undulating",Oshtemo map unit that contains the point.
669,CLS55,CLP114,9901 Lamont,Orr Park,Cleveland,1900,11913113,41.5086,-81.6181,41.5086,-81.6181,NATIVE,PARK,,Elnora,CLP114,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
677,CLS56,CLP115,MLK & E 105,Rockefeller Park Lagoon,Cleveland,1897,10701001,41.5118,-81.6164,41.5118,-81.6165,NATIVE,PARK,,Tioga,CLP115,Tioga,Tg,287267,OH035,"Tioga loam, frequently flooded",Tioga map unit that contains the point.
682,CLS56,CLP116,MLK & E 105,Rockefeller Park Lagoon,Cleveland,1897,10701001,41.5118,-81.6164,41.5118,-81.6165,NATIVE,PARK,,Tioga,CLP116,Tioga,Tg,287267,OH035,"Tioga loam, frequently flooded",Tioga map unit that contains the point.
684,CLS57,CLP117,E 79 & Sowinski,Carrie Cain Playground,Cleveland,1900,10707141,41.5247,-81.6329,41.5247,-81.6329,NATIVE,PARK,,Elnora,CLP117,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
690,CLS57,CLP118,E 79 & Sowinski,Carrie Cain Playground,Cleveland,1900,10707141,41.5247,-81.6329,41.5247,-81.6329,NATIVE,PARK,,Elnora,CLP118,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
692,CLS58,CLP119,647 E 88,Sam Miller Park,Cleveland,1897,10802111,41.5374,-81.6277,41.5374,-81.6277,NATIVE,PARK,,Elnora,CLP119,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level","Widespread, and only, Elnora map unit near point."
696,CLS58,CLP120,647 E 88,Sam Miller Park,Cleveland,1897,10802111,41.5374,-81.6277,41.5374,-81.6277,NATIVE,PARK,,Elnora,CLP120,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level","Widespread, and only, Elnora map unit near point."
701,CLS59,CLP121,E 64 & Waterman,Hyacinth Park,Cleveland,1929,12503023,41.4763,-81.6468,41.4764,-81.6468,NATIVE,PARK,,Mahoning,CLP121,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Mahoning map unit that contains the point.
708,CLS59,CLP122,E 64 & Waterman,Hyacinth Park,Cleveland,1929,12503023,41.4763,-81.6468,41.4764,-81.6468,NATIVE,PARK,,Mahoning,CLP122,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Mahoning map unit that contains the point.
710,CLS60,CLP123,W 11 & Castle,Tremont Valley Playfield,Cleveland,1890,829002,41.4739,-81.6857,41.4739,-81.6857,NATIVE,PARK,,Oshtemo,CLP123,Oshtemo,UoB,287275,OH035,"Urban land-Oshtemo complex, undulating.",Closest and most widespread Oshtemo map unit near point.
715,CLS60,CLP124,W 11 & Castle,Tremont Valley Playfield,Cleveland,1890,829002,41.4739,-81.6857,41.4739,-81.6857,NATIVE,PARK,,Oshtemo,CLP124,Oshtemo,UoB,287275,OH035,"Urban land-Oshtemo complex, undulating.",Closest and most widespread Oshtemo map unit near point.
717,CLS61,CLP125,W 14 & Starkweather,Lincoln Park,Cleveland,1900,413043,41.4776,-81.6903,41.4776,-81.6903,NATIVE,PARK,,Elnora,CLP125,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
723,CLS61,CLP126,W 14 & Starkweather,Lincoln Park,Cleveland,1900,413043,41.4776,-81.6903,41.4776,-81.6903,NATIVE,PARK,,Elnora,CLP126,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
728,CLS62,CLP127,W 19 & Smith,Abbey Park,Cleveland,1880,426007,41.4852,-81.6975,41.4852,-81.6975,NATIVE,PARK,,Elnora,CLP127,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
732,CLS62,CLP128,W 19 & Smith,Abbey Park,Cleveland,1880,426007,41.4852,-81.6975,41.4852,-81.6975,NATIVE,PARK,,Elnora,CLP128,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
734,CLS63,CLP129,25 & Ralph,Loew Park,Cleveland,1949,1117054,41.4241,-81.7018,41.4241,-81.7018,NATIVE,PARK,,Mahoning,CLP129,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Mahoning map unit that contains the point.
740,CLS63,CLP130,25 & Ralph,Loew Park,Cleveland,1949,1117054,41.4241,-81.7018,41.4241,-81.7018,NATIVE,PARK,,Mahoning,CLP130,Mahoning,UmB,287273,OH035,"Urban land-Mahoning complex, 2 to 6 percent slopes",Mahoning map unit that contains the point.
742,CLS64,CLP131,E 74 & Irma,Irma Park,Cleveland,1900,13410078,41.4447,-81.6368,41.4447,-81.6368,NATIVE,PARK,,Loudonville,CLP131,Loudonville,LuC,287247,OH035,"Loudonville-Urban land complex, rolling",Loudonville map unit that contains the point.
749,CLS65,CLP132,E 72 (south of Shoreway),E 72 (south of Shoreway),Cleveland,1893,10535001,41.5117,-81.6196,41.5117,-81.6196,NATIVE,PARK,,Elnora,CLP132,Elnora,UeA,287272,OH035,"Urban land-Elnora complex, nearly level",Elnora map unit that contains the point.
751,DS1,DP1,18446 Greenview,18446 Greenview,Detroit,,,42.4249,-83.2248,42.4253,-83.2252,DISTURBED,,,Parkhill,DP1,Parkhill,PkhuaA,3015155,MI163,"Parkhill-Urban land complex, 0 to 2 percent slopes",Nearest Parkhill map unit to point.
756,DS1,DP2,18446 Greenview,18446 Greenview,Detroit,,,42.4249,-83.2248,42.4253,-83.2252,UNDISTURBED,,,Parkhill,DP2,Parkhill,PkhuaA,3015155,MI163,"Parkhill-Urban land complex, 0 to 2 percent slopes",Nearest Parkhill map unit to point.
760,DS2,DP3,19115 Margaretta,19115 Margaretta,Detroit,,,42.4264,-83.2299,42.4266,-83.2299,DISTURBED,,,Brems,DP3,Brems,BrmuaB,3015124,MI163,"Brems-Urban land complex, 0 to 4 percent slopes",Closest Brems map unit to the point.
767,DS2,DP4,19115 Margaretta,19115 Margaretta,Detroit,,,42.4264,-83.2299,42.4266,-83.2299,UNDISTURBED,,,Brems,DP4,Brems,BrmuaB,3015124,MI163,"Brems-Urban land complex, 0 to 4 percent slopes",Closest Brems map unit to the point.
774,DS3,DP5,15126 Stout,15126 Stout,Detroit,,,42.3997,-83.2413,42.3991,-83.2415,DISTURBED,,,Kibbie,DP5,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
779,DS3,DP6,15126 Stout,15126 Stout,Detroit,,,42.3997,-83.2413,42.3991,-83.2415,UNDISTURBED,,,Kibbie,DP6,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
785,DS4,DP7,15133 Stout,15133 Stout,Detroit,,,42.3998,-83.2418,42.3992,-83.2416,DISTURBED,,,Kibbie,DP7,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
792,DS4,DP8,15133 Stout,15133 Stout,Detroit,,,42.3998,-83.2418,42.3992,-83.2416,UNDISTURBED,,,Colwood,DP8,Colwood,KibueB,3015169,MI163,"Kibbie-Urban land-Colwood complex, sandy substratum, 0 to 4 percent slopes",Nearest Colwood map unit near point.
796,DS5,DP9,15199 Fielding,15199 Fielding,Detroit,,,42.3994,-83.2429,42.3997,-83.2428,DISTURBED,,,Kibbie,DP9,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
801,DS5,DP10,15199 Fielding,15199 Fielding,Detroit,,,42.3994,-83.2429,42.3997,-83.2428,UNDISTURBED,,,Kibbie,DP10,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
809,DS6,DP11,15051 Pierson,15051 Pierson,Detroit,,,42.3989,-83.2461,42.3984,-83.2460,DISTURBED,,,Kibbie,DP11,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
814,DS6,DP12,15051 Pierson,15051 Pierson,Detroit,,,42.3989,-83.2461,42.3984,-83.2460,UNDISTURBED,,,Kibbie,DP12,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
820,DS7,DP13,15046 Blackstone,15046 Blackstone,Detroit,,,42.3988,-83.2490,42.3983,-83.2492,DISTURBED,,,Brems,DP13,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
826,DS7,DP14,15046 Blackstone,15046 Blackstone,Detroit,,,42.3988,-83.2490,42.3983,-83.2492,UNDISTURBED,,,Brems,DP14,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
834,DS8,DP15,14195 Bentler,14195 Bentler,Detroit,,,42.3987,-83.2518,42.3895,-83.2517,DISTURBED,,,Kibbie,DP15,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
840,DS8,DP16,14195 Bentler,14195 Bentler,Detroit,,,42.3987,-83.2518,42.3895,-83.2517,UNDISTURBED,,,Colwood,DP16,Colwood,ColuaA,3015136,MI163,"Colwood-Urban land complex, 0 to 2 percent slopes",Nearby Colwood map unit with best match site description.
847,DS9,DP17,14111 Chapel,14111 Chapel,Detroit,,,42.3885,-83.2530,42.3885,-83.2528,DISTURBED,,,Brems,DP17,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
857,DS9,DP18,14111 Chapel,14111 Chapel,Detroit,,,42.3885,-83.2530,42.3885,-83.2528,UNDISTURBED,,,Brems,DP18,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
869,DS10,DP19,14240 Chapel,14240 Chapel,Detroit,,,42.3902,-83.2526,42.3900,-83.2527,DISTURBED,,,Kibbie,DP19,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
875,DS10,DP20,14240 Chapel,14240 Chapel,Detroit,,,42.3902,-83.2526,42.3900,-83.2527,UNDISTURBED,,,Freesoil,DP20,Freesoil,FrsuaA,3015128,MI163,"Freesoil-Urban land complex, 0 to 2 percent slopes",Largest area map unit near point.
886,DS11,DP21,14136 Burgess,14136 Burgess,Detroit,,,42.3892,-83.2537,42.3888,-83.2539,DISTURBED,,,Brems,DP21,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
898,DS11,DP22,14136 Burgess,14136 Burgess,Detroit,,,42.3892,-83.2537,42.3888,-83.2539,UNDISTURBED,,,Brems,DP22,Brems,BrmucB,3015115,MI163,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",Brems map unit that contains the point.
909,DS12,DP23,14413 Plainview,14413 Plainview,Detroit,,,42.3927,-83.2365,42.3924,-83.2360,DISTURBED,,,Kibbie,DP23,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
913,DS12,DP24,14413 Plainview,14413 Plainview,Detroit,,,42.3927,-83.2365,42.3924,-83.2360,UNDISTURBED,,,Lamson,DP24,Lamson,La,187017,MI099,Lamson fine sandy loam,Most common - by far - Lamson map unit in HUC.
922,DS13,DP25,19305 Lyndon,19305 Lyndon,Detroit,,,42.3934,-83.2312,42.3936,-83.2312,DISTURBED,,,Kibbie,DP25,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
928,DS13,DP26,19305 Lyndon,19305 Lyndon,Detroit,,,42.3934,-83.2312,42.3936,-83.2312,UNDISTURBED,,,Rapson,DP26,Rapson,RapufB,3015114,MI163,"Rapson-Urban land-Kibbie complex, dense substratum, 0 to 4 percent slopes",Nearest Rapson map unit near point.
935,DS14,DP27,13604 Grandville,13604 Grandville,Detroit,,,42.3856,-83.2306,42.3847,-83.2307,DISTURBED,,,Kibbie,DP27,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
941,DS14,DP28,13604 Grandville,13604 Grandville,Detroit,,,42.3856,-83.2306,42.3847,-83.2307,UNDISTURBED,,,Kibbie,DP28,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
950,DS15,DP29,13534 Artesia,13534 Artesia,Detroit,,,42.3848,-83.2268,42.3844,-83.2270,DISTURBED,,,Kibbie,DP29,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
956,DS15,DP30,13534 Artesia,13534 Artesia,Detroit,,,42.3848,-83.2268,42.3844,-83.2270,UNDISTURBED,,,Kibbie,DP30,Kibbie,KibuaB,3015143,MI163,"Kibbie-Urban land complex, 0 to 4 percent slopes",Kibbie map unit that contains the point.
964,DS16,DP31,14899 Westwood St,Stoepel Park No. 1 (Westwood St),Detroit,,,42.3953,-83.2367,42.3953,-83.2367,PARK,,,No data,DP31,No Data,No Data Detroit,No Data Detroit,,No Data Detroit,
970,DS17,DP32,16401 W CHlCago St,Stoepel Park No. 2 (W CHlCago St),Detroit,,,42.3966,-83.2330,42.3966,-83.2330,PARK,,,Colwood,DP32,Colwood,KibueB,3015169,MI163,"Kibbie-Urban land-Colwood complex, sandy substratum, 0 to 4 percent slopes",Nearest Colwood map unit near point.
977,DS18,DP33,8266 Wisner,8266 Wisner,Detroit,,,42.4133,-83.0177,42.4128,-83.0188,DISTURBED,,,Arkona,DP33,Arkona,60B,186683,MI145,"Arkona sand, 0 to 4 percent slopes",No Arkona map unit in HUC. Chose most widespread Arkona map unit in Michigan's Shiawassee HUC (04080203).
984,DS18,DP34,8266 Wisner,8266 Wisner,Detroit,,,42.4133,-83.0177,42.4128,-83.0188,UNDISTURBED,,,Avoca,DP34,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
992,DS19,DP35,8259 Elgin,8259 Elgin,Detroit,,,42.4119,-83.0182,42.4121,-83.0190,DISTURBED,,,Shebeon,DP35,Shebeon,ShbubB,3015112,MI163,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",Most widespread Shebeon map unit near point.
997,DS19,DP36,8259 Elgin,8259 Elgin,Detroit,,,42.4119,-83.0182,42.4121,-83.0190,UNDISTURBED,,,Shebeon,DP36,Shebeon,ShbubB,3015112,MI163,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",Most widespread Shebeon map unit near point.
1006,DS20,DP37,8383 Kenney,8383 Kenney,Detroit,,,42.4112,-83.0169,42.4110,-83.0171,DISTURBED,,,Blount,DP37,Blount,BntuaB,3015132,MI163,"Blount-Urban land complex, 0 to 4 percent slopes",Most common and widesparead Blount map unit near point.
1015,DS20,DP38,8383 Kenney,8383 Kenney,Detroit,,,42.4112,-83.0169,42.4110,-83.0171,UNDISTURBED,,,Blount,DP38,Blount,BntuaB,3015132,MI163,"Blount-Urban land complex, 0 to 4 percent slopes",Most common and widesparead Blount map unit near point.
1025,DS21,DP39,8390 Lyford,8390 Lyford,Detroit,,,42.4094,-83.0170,42.4095,-83.0161,DISTURBED,,,Avoca,DP39,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1031,DS21,DP40,8390 Lyford,8390 Lyford,Detroit,,,42.4094,-83.0170,42.4095,-83.0161,UNDISTURBED,,,Arkona,DP40,Arkona,60B,186683,MI145,"Arkona sand, 0 to 4 percent slopes",No Arkona map unit in HUC. Chose most widespread Arkona map unit in Michigan's Shiawassee HUC (04080203).
1037,DS22,DP41,2103 Montclair,2103 Montclair,Detroit,,,42.3675,-82.9780,42.3673,-82.9777,DISTURBED,,,Arkona,DP41,Arkona,60B,186683,MI145,"Arkona sand, 0 to 4 percent slopes",No Arkona map unit in HUC. Chose most widespread Arkona map unit in Michigan's Shiawassee HUC (04080203).
1043,DS22,DP42,2103 Montclair,2103 Montclair,Detroit,,,42.3675,-82.9780,42.3673,-82.9777,UNDISTURBED,,,Blount,DP42,Blount,ZfsucB,3015133,MI163,"Ziegenfuss-Urban land-Blount complex, 0 to 4 percent slopes",Most common and widesparead Blount map unit near point.
1051,DS23,DP43,2159 Harding Street,2159 Harding Street,Detroit,,,42.3676,-82.9798,42.3671,-82.9792,DISTURBED,,,Shebeon,DP43,Shebeon,ShbubB,3015112,MI163,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",Shebeon map unit that containst the point.
1057,DS23,DP44,2159 Harding Street,2159 Harding Street,Detroit,,,42.3676,-82.9798,42.3671,-82.9792,UNDISTURBED,,,Shebeon,DP44,Shebeon,ShbubB,3015112,MI163,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",Shebeon map unit that containst the point.
1063,DS24,DP45,1529 St. Clair,1529 St. Clair,Detroit,,,42.3657,-82.9795,42.3640,-82.9785,DISTURBED,,,Shebeon,DP45,Shebeon,ShbuaB,3015156,MI163,"Shebeon-Urban land complex, 0 to 4 percent slopes",Shebeon map unit nearly adjacent to point.
1068,DS24,DP46,1529 St. Clair,1529 St. Clair,Detroit,,,42.3657,-82.9795,42.3640,-82.9785,UNDISTURBED,,,Shebeon,DP46,Shebeon,ShbuaB,3015156,MI163,"Shebeon-Urban land complex, 0 to 4 percent slopes",Shebeon map unit nearly adjacent to point.
1078,DS25,DP47,1293 McClellan,1293 McClellan,Detroit,,,42.3597,-82.9855,42.3596,-82.9852,DISTURBED,,,Avoca,DP47,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1082,DS25,DP48,1293 McClellan,1293 McClellan,Detroit,,,42.3597,-82.9855,42.3596,-82.9852,UNDISTURBED,,,Avoca,DP48,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1087,DS26,DP49,8333 Leander,8333 Leander,Detroit,,,42.4101,-83.0176,42.4099,-83.0177,DISTURBED,,,Avoca,DP49,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1094,DS26,DP50,8333 Leander,8333 Leander,Detroit,,,42.4101,-83.0176,42.4099,-83.0177,UNDISTURBED,,,Metamora,DP50,Metamora,MeA,3015050,MI163,"Metamora fine sandy loam, 0 to 2 percent slopes",Second most common Metamora map unit and most common Metamora map unit near eastern shore.
1104,DS27,DP51,1259 McClellan,1259 McClellan,Detroit,,,42.3595,-82.9854,42.3593,-82.9850,DISTURBED,,,Avoca,DP51,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1110,DS27,DP52,1259 McClellan,1259 McClellan,Detroit,,,42.3595,-82.9854,42.3593,-82.9850,UNDISTURBED,,,Metamora,DP52,Metamora,MeA,3015050,MI163,"Metamora fine sandy loam, 0 to 2 percent slopes",Second most common Metamora map unit and most common Metamora map unit near eastern shore.
1118,DS28,DP53,Biraga Playground,Biraga Playground,Detroit,,,42.3945,-83.0418,42.3945,-83.0418,,,,Avoca,DP53,Avoca,AvoucB,3015164,MI163,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",Avoca map unit that contains the point.
1129,DS29,DP54,Messmer Playground,Messmer Playground,Detroit,,,42.3998,-82.9249,42.3997,-82.9249,,,,Blount,DP54,Blount,ZfsucB,3015133,MI163,"Ziegenfuss-Urban land-Blount complex, 0 to 4 percent slopes",Most common and widesparead Blount map unit near point.
1138,DS30,DP55,Maheras-Gentry Park,Maheras-Gentry Park,Detroit,,,42.3561,-82.9494,42.3561,-82.9495,,,,Riverfront,DP55,Riverfront,RvfaaB,3015146,MI163,"Riverfront sandy loam, 0 to 4 percent slopes",Riverfront map unit that contains the point.
1147,DS31,DP56,Robinwood Park,Robinwood Park,Detroit,,,42.4320,-83.0183,42.4320,-83.0183,,,,Zeigenfuss,DP56,Zeigenfuss,ZfsabA,3015107,MI163,"Ziegenfuss clay, 0 to 1 percent slopes",Ziegenfuss map unit that contains the point.
1156,DS31,DP57,Robinwood Park,Robinwood Park,Detroit,,,42.4320,-83.0183,42.4320,-83.0183,,,,Shebeon,DP57,Shebeon,ShbubB,3015112,MI163,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",Most widespread Shebeon map unit near point.
1162,DS32,DP58,21130 Fenkell,21130 Fenkell Topsoil Sample,Detroit,,,42.4007,-83.2491,42.4005,-83.2486,,,,No Data,DP58,No Data,No Data Detroit,No Data Detroit,,No Data Detroit,
1163,DS33,DP59,13617 Westwood ,13617 Westwood Topsoil Sample,Detroit,,,42.3858,-83.2323,42.3847,-83.2320,,,,No Data,DP59,No Data,No Data Detroit,No Data Detroit,,No Data Detroit,
1164,DS34,DP60,10125 Charlevoix ,10125 Charlevoix Topsoil Sample,Detroit,,,42.3689,-82.9871,42.3690,-82.9872,,,,No Data,DP60,No Data,No Data Detroit,No Data Detroit,,No Data Detroit,
1165,NS1,NP1,209 16th St,209 16th St,New Orleans,,,30.0026,-90.1177,30.0026,-90.1177,Vacant Lot,,,Harahan,NP1,Harahan,Ha,569888,LA071,"Harahan clay, 0 to 1 percent slopes",Harahan map unit that contains the point.
1173,NS2,NP2,414 40th St,414 40th St,New Orleans,,,30.0158,-90.1197,30.0158,-90.1197,Vacant Lot,,,Kenner,NP2,Kenner,Ke,569889,LA071,Kenner muck drained,Kenner map unit that contains the point.
1179,NS3,NP3,1922 Allen St,1922 Allen St,New Orleans,,,29.9765,-90.0650,29.9765,-90.0650,Vacant Lot,,,Schriever,NP3,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1186,NS4,NP4,3017 Benefit St,3017 Benefit St,New Orleans,,,29.9905,-90.0392,29.9905,-90.0392,Vacant Lot,,,Harahan,NP4,Harahan,Ha,569888,LA071,"Harahan clay, 0 to 1 percent slopes",Harahan map unit that contains the point.
1194,NS5,NP5,Brechtel 2,Brechtel 2,New Orleans,,,29.9092,-90.0098,29.9092,-90.0098,Park,,,Westwego,NP5,Westwego,Ww,569894,LA071,"Westwego clay, 0 to 0.5 percent slopes",Westwego map unit that contains the point.
1201,NS6,NP6,4912 Burgundy St,4912 Burgundy St,New Orleans,,,29.9606,-90.0245,29.9606,-90.0245,Vacant Lot,,,Cancienne,NP6,Cancienne,Co,569885,LA071,"Cancienne silty clay loam, 0 to 1 percent slopes",Cancienne map unit that contains the point.
1208,NS7,NP7,1901 Caffin St,1901 Caffin St,New Orleans,,,29.9694,-90.0128,29.9694,-90.0128,Vacant Lot,,,Schriever,NP7,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1214,NS8,NP8,117 Chalfant Pl,117 Chalfant Pl,New Orleans,,,29.9914,-90.0794,29.9914,-90.0794,Vacant Lot,,,Schriever,NP8,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1219,NS9,NP9,4947 Charlene Dr,4947 Charlene Dr,New Orleans,,,30.0244,-89.9840,30.0244,-89.9840,Vacant Lot,,,Schriever,NP9,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1227,NS10,NP10,2413 Gallier St,2413 Gallier St,New Orleans,,,29.9803,-90.0353,29.9803,-90.0353,Vacant Lot,,,Harahan,NP10,Harahan,Ha,569888,LA071,"Harahan clay, 0 to 1 percent slopes",Harahan map unit that contains the point.
1235,NS11,NP11,1231 N Johnson St,1231 N Johnson St,New Orleans,,,29.9711,-90.0730,29.9711,-90.0730,Vacant Lot,,,Schriever,NP11,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
1238,NS12,NP12,Lafitte Greenway 1,Lafitte Greenway 1,New Orleans,,,29.9771,-90.0967,29.9771,-90.0967,Greenway,,,Schriever,NP12,Schriever,Sk,569892,LA071,"Schriever clay, 0 to 1 percent slopes",Schriever map unit that contains the point.
